τριάριοι,triarii:0.455074092414
κλιντήρ,accubitus:0.722664000337,scimpodion:0.585074091207
σπαργάω,turgesco:0.643524663146,extumeo:0.598496433301
καταρχή,inceptus:0.313773436781
ὑπόλειψις,deliquio:0.257738327333
ἠερόφοιτος,errantia:0.720969392528,errabundus:0.595995446476
κόρυνθος,placenta:0.872720538767,gratilla:0.776895393842
φθορία,uitiatio:0.230907745572
παγκατάρατος,uniuersaliter:0.238868128657
ἱερογραμματεύς,boethus:0.483839428384
ἐκκυματίζομαι,undiuagus:0.366881625955
ὑποδέξιος,peramplus:0.327650277503
περιέργω,circumcingo:0.335125576473
μισοπονηρία,maleuolentia:0.388364825752
ἐπάρουρος,applex:0.392393754223
φιλαδελφία,dilectio:0.554755280741
πολύφατος,pernobilis:0.356004376261
δυσαυξής,duriter:0.376929488586
ἀποζωγραφέω,circumnoto:0.578457696129
ὀτρηρός,praesentarius:0.331353337415
κυματωγή,fluctiuagus:0.330720405274
ἐπιστατέω,assisto:0.278198709641
ἐνσπέρματος,semento:0.344047057963
ὑπωπιάζω,pulleiaceus:0.374926365618
τιμώρημα,datarius:0.198776479365
ἀμφιδέμω,perstruo:0.519152725493
συμπορθέω,interitio:0.253862980617
πολλαχόθεν,multifarius:0.559353296703
ἐπαρά,exsecratio:0.389688545813
ἀποτίλλω,subuello:0.61098404833,deuello:0.591137262513
λέων,leo:0.736949240732
ἀθεησίη,inopiosus:0.428969046864
ἐπισταλάζω,guttula:0.583716827426,guttatim:0.542006096863
διομολογέω,concordo:0.236686973912
συνθρύπτω,interfringo:0.614537430581,frusto:0.473121394578
ἀγχίθυρος,thyroma:0.708487193907,ostiolum:0.569502302386
βροντάω,contonat:0.309407548024
λάξ,choreus:0.846134398674,amphibrachys:0.806876667302
ἑκηβόλος,scopos:0.282782151444
φαυλότης,exilitas:0.257972964113
δυσπαλής,delucto:0.325421928906
συνηγορικός,causidicalis:0.456275777982
εὔφραστος,explanabilis:0.493005223142
λάω,apprehendo:0.324578363618
θεομαχία,proeliaris:0.293907745644
συνεγείρω,adiutus:0.248356753897
ἐξαράομαι,fano:0.209884616152
ἀντίπαις,puellus:0.613311297906,pupus:0.514927951067
κριτικός,criticus:0.252846595706
ἀλυσκάζω,suffugio:0.547757252507
ἱερουργός,sacrificatio:0.580317675894,sacrificatus:0.474278168195
καταπέτομαι,deuolo:0.523219000428,musca:0.490186735536
μητροδίδακτος,matercula:0.28036256208
εὐθυπλοέω,euthia:0.507892987908,uelifico:0.487433553523
ἀπονητί,fatigatio:0.211149734389
διεγγύησις,satisdatio:0.43816186257
ποτητός,ueliuolus:0.423260178423
οἰνοδότης,legifer:0.418206590146
λαρυγγόφωνος,synanche:0.362911059357
νώνυμος,nominatiuus:0.219474577375
ἀντιγεραίρω,offlecto:0.338783454136
εὐαφήγητος,elogio:0.250856385219
κραιπνόσυτος,celox:0.314658679488
χηλευτός,pactilis:0.509412458485
αὐχήν,ceruix:0.367999516689
ἐπιμετρέω,admetior:0.532719523628,commetior:0.527273363574
συνθεωρέω,contemplo:0.335078224258
ὑπερτελέω,epitheca:0.250346370082
πετρήρης,saxetum:0.625261729226,petrosus:0.616319818035
προσδανείζω,mutuito:0.274391633539
ἀγχίνοια,sagacitas:0.258018172103
ὀψοποιία,coquinus:0.359384249922
ὀρθολογία,usce:0.392974944737
κομίζω,recipio:0.332507218636
συμβολέω,obuenio:0.491458929471,collabor:0.482804650723
πταίρω,sternuo:0.502602912313
κατατιτρώσκω,uulnifico:0.472141986326
ἀπειρία,inertia:0.334013673966
τανύπεπλος,fluxura:0.452558340771
συνεξωθέω,insimul:0.364976716062
διευτονέω,transtineo:0.456576160903
ἑξαετία,sexennis:0.539375924384,sexennium:0.526171321143
πρόσρησις,affatus:0.493363418511
διέχω,disto:0.25688651207
ἀποκτείνω,neco:0.493479522769
ἀντιπαρακαλέω,detorno:0.284509144933
ἀναφράσσω,praesaepio:0.431234637559
ἐπιδερκτός,speculabilis:0.723259533115,aspectabilis:0.590999898523
δύσχρηστος,dureo:0.324229441115
διακάθημαι,perca:0.436713638008
ἤκεστος,distimulo:0.567129464514
ἔκφρων,amens:0.254711346803
ἀμφίβολος,incerto:0.337369352436
πανώλεθρος,perniciabilis:0.343563164716
ἐκδέρω,deuerbero:0.431888516121
τιμωρία,poena:0.321094498504
ἑπτάπηχυς,hebdomas:0.479424860746,hebdomada:0.477865673746
κοπρώδης,bolbiton:0.283189641429
ἐγκόπτω,offulcio:0.219240221469
ἀπότρεψις,auersatio:0.623738862314
τριγόλας,phager:0.965539422055,ophthalmias:0.958643496051
ἐδαφόω,constabilio:0.409318310454
οἰνοφλυγία,ebrietas:0.805517327614,temulentia:0.530821227377
νειόθι,imitus:0.354234523525
συνδιαμάχομαι,depugno:0.320420053259
δυσεντερικός,dysenteria:0.412185842354
κατεράω,defundo:0.865742299947,offundo:0.714170369614
εὐτονόω,tonus:0.397540774705
φλέγμα,subo:0.31760614065
πρόποσις,potorius:0.467169503958
μοχθέω,dureo:0.257938046758
ἀργόλας,draconteus:0.878572849687,serpentigena:0.716682961713
ἤν,eccere:0.285124219462
ὀνήτωρ,proficuus:0.440587140146
ὑπεράνω,desursum:0.490663385903
ἐπικεύθω,terginum:0.602337187346,oblitesco:0.514054058789
ἀντίμαχος,occursus:0.42773469208
μεταβολικός,commutabilis:0.398048480776
ἀντιμιμέομαι,paradigma:0.453468687019
ἐπάνω,insuper:0.495740786023,supernus:0.479545936672
συγχράομαι,mutuor:0.338978115708
βάσκανος,maledicus:0.264578915894
τριακοντάχους,undequadraginta:0.407025923043
λωτόεις,lotometra:0.5064805666
κηδομένως,prouidus:0.356189501917
βρενθύομαι,spondylion:0.19322862413
λαιοτομέω,farratus:0.333209530297
πῶυ,conuolo:0.35446889444
λέβης,focus:0.202192396166
ἄναφρος,exspumo:0.623034979372
πινυτός,cordatus:0.199553168134
καθεκτός,incohibilis:0.294649291253
ἀνθεμουργός,temperaculum:0.41673381567
ἄχρηστος,inutilis:0.184344264056
ἀνεξέλεγκτος,inculpatus:0.216142818674
γλαυκώπιον,aedituens:0.345756233087
λεπρόομαι,leprosus:0.837346000689
λυσσάς,furibundus:0.387509652844
ἀνάδυσις,retractus:0.441094003828
διερευνητής,excursor:0.478163536492
λυσσάω,rabio:0.615481254601
παράδοξος,exspectatio:0.301854077258
πειθάνωρ,auscultatio:0.311901651346
καινότροπος,usurpatiuus:0.18594039398
ἑπτακαιδεκαταῖος,hemeresios:0.340069765618
ἀπρόσφορος,incongruus:0.458095371145
ἀποσύρω,renudo:0.348158538716
δημοκοπικός,contionator:0.457483014735
εὔβοτος,pascuus:0.279385829366
καταλλακτικός,placabilitas:0.331031230352
ἀνδροφάγος,xerophagia:0.322569205701
χρυσομίτρης,aurosus:0.421450370692
δεκατεύω,decumates:0.318573813217
ἐπίκλημα,insimulatio:0.928941214713
ἐπιωγαί,glabreta:0.262737073109
ἀλείατα,siligineus:0.400485397537
τεθριπποτρόφος,quadriiugis:0.466478445665
πάσσον,astaphis:0.630770371208
εὐκατακράτητος,perteneo:0.24699222181
ἡμερόσκοπος,hemeresios:0.631086758277,subdiu:0.623808212621
ἐπικλονέω,oxyschoenos:0.260577750769
ἐμπλέκω,detexo:0.327283311949
ἀμφίκομος,capillitium:0.359134631995
κατευτυχέω,percrudus:0.309746286004
ἀτεραμνία,duritas:0.823724582991
ἰσχυρός,uehemens:0.319380782888
σχινοκέφαλος,turbineus:0.290681964875
ὑποστένω,phthongus:0.405678778691
ἀνακλητήρια,programma:0.275389976097
μετοιστέον,transcriptio:0.392245101164
αὖλαξ,sulcamen:0.550321757551
σκηνοπηγέω,attegia:0.30857011352
ἀνασκιρτάω,persulto:0.342848372663
διαιθριάζω,epicrocum:0.208716092642
διαστροφή,lymphatus:0.311810925276
κοπετός,perstrepo:0.55952857572,circumfremo:0.555875229594
τρίχαλος,trifissilis:0.482131812832
ἐλεύθερος,libertas:0.383640539235
σίζω,sibilo:0.839639713564,instrido:0.811588642537
σκοτώδης,infusco:0.350448196844
χορολέκτης,perductor:0.335153540448
τρισσός,tergenus:0.506527547798
ἄφιλος,insociabilis:0.183673078896
ἀναστρωφάω,circumuagor:0.312696130682
προτέλεια,praeceptio:0.327819940982
ἀντιτεχνάομαι,restipulatio:0.355778246198
δίλογχος,bifarius:0.268085410562
πυρίδαπτος,ignispicium:0.314647436685
λιτότης,assertum:0.317926824246
ἄγγαρος,hemerodromus:0.710516136162,angarius:0.537351089206
τειχιόεις,muratus:0.412642694376
μαθητής,discipulus:0.416866335975
προσκαθοράω,peruiso:0.513991015068
κνυζόω,ascalpo:0.557318820289
ἐρημία,solitudo:0.608958460473
καταβαθμός,procliuitas:0.24592284887
διοίκισις,amotio:0.390055300338
ἐνεργάζομαι,negotiatorius:0.228102719898
ἀντιστασιάζω,performo:0.300750747924
σηραγγώδης,spongiosus:0.584976792463
ἀρτίγνωστος,ineditus:0.260300096596
ἀκίς,pennus:0.311345788697
ποίνιμος,repensatio:0.389622015163
κράς,cephalicus:0.298481458084
ἀνθέρικος,anthericos:0.648238845294,albucus:0.501088934459
πυρεύς,proba:0.260379431713
κομιδῇ,admodum:0.335704185984
θεοκλύτησις,uocatus:0.289004786184
ἄθλημα,luctatio:0.427675119167
ἀνυπήκοος,auscultatio:0.491889672278
ὀνησιφόρος,proficuus:0.314609662191
ἔνερσις,solidatio:0.244535290756
ἐγκρατέω,exercitium:0.45831392469
ἵζημα,sedimentum:0.710353337681,subsidentia:0.544404059357
λαφυραγωγέω,praedaticius:0.686402187421
θερμαντέον,subatio:0.443915207753
οὐδαμοῦ,nusquam:0.574253570272
θηρατής,uenatorius:0.767550451205,luparius:0.569299396458
διάκλυσμα,lotio:0.411071900769
καταδεύω,hygremplastrum:0.413329788637
δρύοχοι,siluicola:0.179443536894
περιπόλιος,cubitura:0.743763966803,accubuo:0.647369384013
χαρά,gaudium:0.695865822591,gaudimonium:0.637308292301
συνεπινεύω,astipulatus:0.252618558944
ἐπίψογος,culpatio:0.419562488763
πεζικός,peditatus:0.486979957603
ἀνασκοπέω,introspicio:0.551050655884
ἐκτρυπάω,perterebro:0.3951195477
προσεπιφέρω,superadicio:0.292344047249
κέρδος,lucrum:0.409162098183
εὐήτριος,puteanus:0.446541885535
μεσονύκτιος,uius:0.222104324092
ἰσόδρομος,gressio:0.38531590586
συμπεριάγω,circumcurro:0.29835615629
κατουδαῖος,demeaculum:0.668340594169
τεκνολέτειρα,iuuenculus:0.289038094743
ἐφομαρτέω,succino:0.387936704991
ἀπογραφεύς,tabularius:0.410539749045
ξηραλοιφέω,infrico:0.529820381374,olearis:0.51586911345
ἁψίκορος,properatim:0.349379588574
ἐμπορικός,mercatorius:0.362817778283
σιτηγέω,farratus:0.535842845863
φυσιολογέω,physiologia:0.279550896282
ἰχθυοπώλιον,nundinarius:0.499709523917,piscarius:0.482436234103
μετάνοια,paenitentia:0.268370261625
ἄτη,pernicies:0.236408271267
προαδικέω,primulus:0.400116311051
πνευμάτιον,uentulus:0.320299963498
λαοτρόφος,alebria:0.336611777262
ἐκτανύω,extento:0.581419784434,exporrigo:0.578177501445
πεντάμηνος,bimestris:0.422816341077
ἀναμίξ,permixtim:0.306649080166
εὐπροσήγορος,affabilis:0.476086077437
ὁδός,iter:0.408622512007
οἰνόχοος,pocillator:0.889518447451,pincerna:0.507190063324
ἀκαχίζω,perdoleo:0.39331867229
φαλακρός,calueo:0.474009303646
χορήγημα,pensitatio:0.248493288385
ἐκκαίω,torrido:0.509160225551
ἄλληκτος,incessabilis:0.241661976161
πολυχορδία,neruiae:0.462153214246
ἰξία,polyacanthos:0.204195707098
κύβιον,horaeus:0.424650935816
τριάκοντα,triginta:0.647582164131,triceni:0.605673873171
αἰσχροκερδής,insatietas:0.272868404159
παρανηνέω,struix:0.731777241128,structus:0.642480640439
ἀναγραφεύς,formatio:0.218359934355
κινναμώμινος,athera:0.592230441699,concinnaticius:0.547794936269
ἀνευρίσκω,reperio:0.342827964024
θαμνομήκης,uepraticus:0.448523018967
βορβορώδης,limosus:0.328204776386
διαταράσσω,reiecto:0.350963411028
ἀντίστασις,restipulatio:0.258961048931
πολυποσία,potorius:0.631475337192,compotatio:0.595131626221
τύριος,arra:0.203038077734
πολύτιμος,percarus:0.246477230357
ἀχεύω,dedoleo:0.344681309651
μελιτώδης,mellifico:0.722839845812,mellifer:0.715192180272
δαμασκηνόν,prunum:0.444115427352
συνεκκαλέομαι,introuoco:0.462797016688
κωκύω,quiritatus:0.454535152085
ἔτυμος,sorbus:0.335608826556
δειματώδης,meticulosus:0.530076343209
σαυνῖται,tatae:0.538589976437
λαμπτήρια,coepulonus:0.283481970867
πολυφωνία,mollugo:0.697792048731,uariantia:0.483235828612
ὕποσμος,oboleo:0.238450999866
ω,superus:0.465894173557
κατελπίζω,confidentiloquus:0.239412956698
ἐπεξέλεγχος,magmentarius:0.371555226268
εὐκίνητος,animaequus:0.474811351429
σίον,staphylinus:0.347996078895
μάργαρος,ostrearius:0.465489460727
ἐπιπίμπλημι,cyathisso:0.636703876647,adimpleo:0.559845794232
ἀποθραύω,inabruptus:0.466032921194
ἀνέργεια,uitulor:0.219554578731
ἑξῆμαρ,sexennis:0.42297426802
ἀσυλία,sanctitas:0.22150913155
ναρθηκοφόρος,asportatio:0.366751843693
ἀποθέω,cursito:0.50394769186
κύκλωψ,unoculus:0.476297159052
ὄμνυμι,iureiuro:0.637278139913,iniuro:0.496224397997
σύνολος,uniuersim:0.486605421822
ἐπανανεόομαι,reuiuisco:0.438297323514
ἑτερογνωμοσύνη,uariatio:0.318555968654
ἡγητήρ,pompilus:0.338457917383
παραμονή,sustinentia:0.375290687253
συνεκρέω,proliceo:0.411775886252
περιπληθής,pergrandis:0.488449529847,gestuosus:0.485866075865
βραχυσύλλαβος,pariambus:0.35081927656
ἐξοστρακίζω,curtus:0.244756531629
προδιίστημι,discordiosus:0.353833235893
ψυχεινός,frigorificus:0.668887969131
κολυμβητής,urinator:0.550542444348
συμμετρέω,commetior:0.326414185641
νεόδμητος,nouicius:0.248731433757
ἐτυμολογέω,etymologia:0.376656646698
διαπαλύνω,permolo:0.558985380531,emolo:0.481561170876
μελῳδία,nenia:0.256679397635
δέκτωρ,excaecator:0.31474686835
τετραρχέω,tetrarchia:0.618814962811
ὑποχώρημα,exinanitio:0.404801442963
συναποστέλλω,interiungo:0.267831810506
σηπεδών,dipsas:0.339377877101
συγγεννήτωρ,cunctiparens:0.337604378135
δεξιόγυιος,articulatim:0.266012114625
γνωριστικός,multiscius:0.30867822402
χοιροκομεῖον,porcarius:0.37072252107
ἀπόνητος,aegrimonia:0.232727172902
ἀποκαυλίζω,profringo:0.386173024268
ἀποκληρόω,subsortior:0.514488476031
καλλίναος,fluxura:0.565594758436,manamen:0.527421793808
διαπηδάω,subsilio:0.488928607467,circumsilio:0.476964346509
μούσειος,canticus:0.356910642917
ἱπποκλείδης,cunnus:0.286522145434
σιτοπομπία,farratus:0.563291465584
φιλόφρων,perbenigne:0.360142842908
προσεισάγω,attulo:0.187753766452
ναύδετον,ancoralis:0.412827543018
ἀπότροπος,auersio:0.352944942872
ἀπηγόρημα,defensa:0.680680214394,tutamentum:0.663329734787
φροντιστήριον,monasterialis:0.304249909501
ἕψω,incoquo:0.333710185375
ἀντιδίδωμι,retribuo:0.298989119417
ἀνάγωγος,aegreo:0.22898327701
μαίναλον,escendo:0.427806559566
πολύολβος,perdiues:0.391720625767
εὔοψος,argentosus:0.724013804223,corticosus:0.667264697147
ποιός,natura:0.256833151108
τυραννικός,tyrannis:0.305680464287
τετραπλόος,quadrifarius:0.986185332347,quadruus:0.926911879816
κρεουργία,desectio:0.689231454192,excisura:0.582815990793
μέλας,ater:0.516436748134,nigro:0.482754593949
ὄσσα,sonor:0.318347419775
πρεπώδης,pulo:0.501619076742
ἀναγνωρίζω,accognosco:0.397772293002
γενειάς,mento:0.372530247082
πάμβοτος,alebria:0.598287204659,alitura:0.487427076207
ἅλων,salictum:0.433472232232
θήραγρος,mansuetarius:0.35148526153
ποιότης,indoles:0.570794760167
μιμολόγος,mimographus:0.435354955751
κατάβορρος,aparctias:0.331885834223
εὐρυπυλής,platys:0.375720201173
συμπεριέρχομαι,circumcirco:0.742887180282,laecasin:0.498192306638
σοφιστικός,cauillatio:0.278617513013
σπουδή,nauo:0.21228103478
λογιστήριον,uigintiuiratus:0.506920036335,quattuoruiratus:0.473416992285
νασμός,fluxura:0.534221908974,effluus:0.47469240614
εὐθυδικία,expertio:0.406401619323
κνισήεις,occensus:0.489853227239
συναποδύρομαι,delamentor:0.42176750788
λιπαρής,precatio:0.214233551841
καρπάλιμος,larus:0.303912295679
τραχηλίζω,collaris:0.360589494492
ὑβριστικός,procax:0.289528953565
χειροτέχνης,cerdo:0.368682310692
σκολιότης,ambagiosus:0.288621236758
ψιλότης,caluitium:0.444390655681
ἐκμέτρησις,decempedator:0.627001615141
ἀντιαχέω,introuoco:0.526333106452,inclamo:0.505514450833
ναυσίστονος,elamentabilis:0.432582857856
παρεξελαύνω,superuehor:0.561969000763,praeterfluo:0.505512976403
ῥωμαλέος,sumptito:0.495053506802
οἰνοπληθής,mustulentus:0.575349155865
ὑποδήλωσις,occultatio:0.297842109187
πρυτανεία,ducena:0.385288329863
ἀνανεωτικός,renouamen:0.461647952769
δειλίασις,persolla:0.234200746892
ταλασιουργός,lanificus:0.351334774771
ἀποκρύπτω,celo:0.47158804702
σκωπτόλης,ludificator:0.393201311333
μητροκασιγνήτη,uterinus:0.542249576897
ἐθνάρχης,tributim:0.299709012624
δασύστερνος,orthomastius:0.566729258673
διθυραμβοποιός,dithyrambicus:0.661479565298
συμφονεύω,mortificatio:0.42254023361
προφορέομαι,commeator:0.30311056151
φοινίσσω,burrus:0.68213398078,russus:0.652183419429
ἐπαπορέω,addubito:0.293042501027
ἐκκλησιαστικός,clericatus:0.43242462881
διψαλέος,siticulosus:0.601185746176,areo:0.506231257512
περίσημος,pernobilis:0.673508006997
κηρεσσιφόρητος,municipatim:0.199756225561
ἀγωνοθετέω,hieronica:0.353686543004
ὀλιγόω,imminuo:0.211930638305
σχέδιος,extemporalis:0.283590960571
ἀντιλέγω,responso:0.18759537876
περισσεύω,scateo:0.327691661799
ἐπιτρέχω,percurro:0.562667777539
συγκυκλέω,uersabundus:0.404207373894
ταράσσω,obturbo:0.263209689646
μετάβασις,commutatio:0.246863053923
ἡδυμανής,lymphatio:0.413370558028
τριγμός,quiritatio:0.259688107351
προβάτειος,ouinus:0.886353459437,ouillus:0.87225413876
συνδιαφέρω,ingesto:0.498011623575
ἀγλαόκαρπος,myxum:0.32503938171
εὐδαιμονισμός,nomenclatio:0.263065729642
περιοίκιον,incolatus:0.303133490314
ἔσωθεν,intus:0.7389124702,introrsum:0.54661087371
ὁμίλημα,consuetio:0.29833259207
διαμάχομαι,luctor:0.321272464807
ὑπόδημα,calceatus:0.341922315112
εὐδοκιμέω,floreo:0.207076354646
νηδύς,uterus:0.47213232136
οἰώνισμα,uolatura:0.353135167322
πλακοῦς,hibiscum:0.358372873911
ἀναπάλλω,peruolo:0.21939654346
συνεπαμύνω,associo:0.339949087077
κατάπληξις,hyperbolaeus:0.324964793787
διαμισέω,insectanter:0.482318234308
εὐωδέω,teuchites:0.49548075706,acinos:0.492732789846
φυσάω,flo:0.444469070966
ἐπίφθονος,inuidiosus:0.40222215287
πλευρά,costa:0.293941787639
πνιγεύς,pnigeus:0.425868468595
ὑφάντης,textor:0.922281325142,textrix:0.738025834462
ἰλαδόν,turmatim:0.477761717929
ἀσφόδελος,anthericos:0.494613197378
πολύς,multus:0.608547616388
λάγινος,leporinus:0.780651601376,lepusculus:0.564661273011
μεγαλόνοια,magnanimitas:0.451061884802
νειός,ueruactum:0.556096009494
εὐδαιμονέω,felicito:0.327766875784
καματηρός,retritus:0.314979358676
ῥυμβονάω,oscillo:0.320696408203
τοξάζομαι,egermino:0.450577412995
παμπορθής,excidio:0.374075568498
βίωσις,ruratio:0.198557542321
πρέσβος,conuenticulum:0.275009229901
κοπροφορέω,muscerda:0.355241429571
θύσανος,cirrus:0.18373628496
ἀμφικυλίνδω,subuoluo:0.449903542038
σιθωνία,eni:0.466750071209
κηδεμονικός,prouidus:0.381259640219
ῥόπαλον,fustis:0.420978998823
καλός,bellus:0.288779526949
ἀπομανθάνω,dedoceo:0.402335508594
διώβολον,duplio:0.307524247122
ἐγκαθιδρύω,arrectarius:0.478043012961
βρώσιμος,edulis:0.263589893946
ἀφέλεια,simplicitas:0.402909707756
ἀνάπαυσις,requies:0.699274880838,conquiesco:0.56950330374
ἀριστόκαρπος,fructifer:0.376743463421
ἀνακαθαίρω,dissereno:0.511444315803,limpido:0.486761888902
παλαμναῖος,occisor:0.28093516589
ὑπόδικος,obnoxius:0.202274586821
προηγητής,commeator:0.335703668876
χειά,spiramen:0.439798243694
κατακορής,praealtus:0.300009327069
διάχυσις,hilaritudo:0.34919503036
ἀνυποτίμητος,innabilis:0.448095798029
ἀμολγαῖος,immulgeo:0.564777763917,mulgeo:0.559136637404
φυλλοβολέω,ophrys:0.493961443873
φιλομυθία,redamo:0.243346903426
θοόω,pennus:0.929890386913,spiculus:0.643292592132
δυσαρέστησις,displicentia:0.264549536311
περιπλέω,innato:0.367875243853
μακρότης,longitudo:0.394467546922
ἐπαγωγή,educatus:0.186664623567
ἐνδουπέω,praesono:0.385386920608
καταίρω,quaestiono:0.259093109121
διάφραγμα,intersaeptum:0.280812765723
φιλέγγυος,satisdatio:0.262023681175
ἁρμόδιος,structura:0.325801418362
ἐδωδή,esca:0.373757678412
ἐκδαπανάω,depleo:0.534221818853,effleo:0.513476779205
κρατύς,sapientipotens:0.262826725993
ἀντίφονος,mutuarius:0.437732238273
ἀντεφοδιάζομαι,penuarius:0.484779572052
κλειδουχέω,sufflamino:0.177676264505
προσκαθίζω,resido:0.28955563548
βακχεύσιμος,comissatio:0.187660641102
ἐποδύρομαι,delamentor:0.519238876993
περιμανής,furibundus:0.35090387086
ὑπερφύομαι,supercresco:0.347196442747
ἀνωφέλητος,insalubris:0.291455382816
ἄρουρα,terrestris:0.403614149599
βούσταθμον,bouilla:0.55487088275,bubile:0.48561680295
παραχρώννυμι,praeuitio:0.355815688215
αὐστηρία,seueritudo:0.621282455291
τιτρώσκω,plago:0.314001116115
ἐπαναπολέω,recalco:0.375701420082
ὁρκωτής,deiurium:0.291454633094
προοδεύω,prodeambulo:0.240638480498
κίνυγμα,offlecto:0.170627322205
γενικός,genetiuus:0.374296170217
εὐέρκεια,hypotheca:0.461014857174
ἑξηκονταστάδιος,sexagenarius:0.533902025001
μῶμος,culpatio:0.424582980367
διαγράφω,reducto:0.233224563625
ἀπηλιώτης,apeliotes:0.922915950104,eurus:0.753983480772
φάρσος,proseco:0.214252303405
οἴδημα,tumentia:0.547711571509
γυναικωνῖτις,gynaeconitis:0.823065135477,gynaeceum:0.526708100479
σφαγιασμός,sacrificatio:0.595209329609,sacrificatus:0.48916982191
σύνοδος,coitus:0.345426319243
ξυλομιγής,palumbinus:0.477241842512
παλίνορσος,retrogradus:0.475288553962
μετάγγελος,compressor:0.380337675454
στάσις,status:0.299047427756
διό,quamobrem:0.291047036197
ἀνομοιόω,dispar:0.444394781418
παραθερίζω,subarmalis:0.3474311124
γλωσσογράφος,perscriptor:0.444112497616
ἐπιρρίπτω,superinicio:0.275301961984
λιμώδης,adesurio:0.338944613612
δυστυχής,aegreo:0.529804587809
ἐνθάπτω,adobruo:0.526097991965,inhumo:0.481350048831
πρόσκαιρος,temporarius:0.489227583283
ὑψίκομπος,uenditatio:0.217431386521
ἐντορεύω,aberratio:0.388380154891
ἀναίσθητος,sensus:0.384470161044
χρειώδης,indigeo:0.188440014482
ἀποθερίζω,praetrunco:0.408312316928
αὐγή,lumen:0.359847646743
ἐπιλήσμων,obliuium:0.260735225156
προσδιασαφέω,edisserto:0.350064093947
ξανθοδερκής,oculeus:0.32915895046
ὑπέρογκος,luxuriosus:0.226213097094
ἰσόθεος,exaequo:0.388030087433
ὑπότροχος,surrotatus:0.69364636304,rotalis:0.559306423026
ὄρνεον,gauia:0.677964593758,trygona:0.648621858377
ἠώς,mane:0.301786332031
οἰνοποιός,petrites:0.447322486324
ἔκθεμα,programma:0.495085797935
παρεξειρεσία,remulus:0.599862109356,pyxis:0.525971691886
διάχρυσος,aurarius:0.354139701156
παγιόω,stipulus:0.369435370261
τρίγονος,teriugus:0.34839074124
κνῆσις,scabitudo:0.589041630782,titillus:0.476764835205
ξενοδόκος,signator:0.29590890477
ἀργυροδίνης,epicus:0.348060091298
πολισσονόμος,congregabilis:0.263156460266
ἀλήθεια,ueritas:0.550897955373
παρακύπτω,prospeculor:0.257030294536
ἀνθερεών,mento:0.584909547257
ξανθοτριχέω,capillitium:0.534371340465
κελαινόχρως,nocticolor:0.587146974451,pulleiaceus:0.558168082549
νεολαία,ephebicus:0.416947204456
ἀντιδικέω,iurgium:0.237746309183
κυμοδόκη,flucticulus:0.430316589674
συνεδρία,sessus:0.789509374672,assessus:0.736876566074
κρυψιμέτωπος,latitatio:0.462158455586
χλανίς,laena:0.369723073483
φρυγίλος,fringilla:0.369516877337
ἀρχέχορος,perductio:0.365897646145
ἄτοκος,faenerato:0.492415830001,anatocismus:0.473132404928
παίδειος,lyciscus:0.375392676579
πλεοναχός,multimodus:0.727013299731
συναπονεύω,incuruesco:0.17965669545
ὀφθαλμίας,mobilito:0.330232148748
ἀμβολάδην,anteludium:0.366524299488
συμπαλαίω,delucto:0.515873958739
συνεργάζομαι,tractabilitas:0.204462820762
τριόρχης,triorches:0.33400300059
συνδοκέω,quandoquidem:0.234141049277
πυρπάλαμος,ignispicium:0.261868738028
κεραύνιον,denoto:0.194641020628
ἀντιφθέγγομαι,iubilo:0.291841699248
τελειόω,artius:0.536018282624
κόννος,barbitium:0.516762670422
μηλοθύτης,sacrificalis:0.390260963423
ἀνακήρυξις,programma:0.48903271645
ἀόργητος,iniunctus:0.211671960516
κτέρεα,funereus:0.406225366716
εὐγνωμονέω,remuneror:0.321288438037
διαλύω,frango:0.319775255648
ἀμεύσιμος,transmeabilis:0.508560185812
ὑπόφασις,aspectabilis:0.199024382057
σύμφρουρος,desomnis:0.410115695001
εἰκασία,indubito:0.190350797702
λιθίδιον,trichrus:0.486880127044,glarea:0.478502516943
προσερείδω,obtrudo:0.250519923412
μά,municipatim:0.660868297821
βλάξ,stupidus:0.276800389385
μητροκτόνος,matricidium:0.789120107932,matricida:0.628258317751
ἀκρόπηλος,lutesco:0.271354969106
ἐναποτιμάω,exsolutio:0.178436436427
κλήθρα,alneus:0.565047954166
καταθαρσέω,fidenter:0.397368247772
πάμφωνος,soniuius:0.312575682696
βούπρῳρος,buselinum:0.323818020269
ἐλεφαντόω,ebur:0.492238750839
κοιλιακός,coeliacus:0.241721695853
σύμμιγα,permixtim:0.527720666227
ταλασιουργέω,perneo:0.570383977474
ῥιζοπαγής,inexstirpabilis:0.499424291748
καταδέομαι,exobsecro:0.955962187258
συνασκέω,condocefacio:0.279220697977
ἐκπειράομαι,requirito:0.404782277743
ἐργαστήρ,georgicus:0.312639992837
ὄρχησις,saltatio:0.606366805806,saltabundus:0.535166826959
διήρης,undeciremis:0.473208683103
κοινόπους,uniuersaliter:0.321837269528
παμπόνηρος,perparuus:0.439929052799
καταβιβρώσκω,esito:0.357548919163
κρεανομία,insicia:0.401356079781
ἀμπελῖτις,ampelodesmos:0.248349158205
χρόμαδος,superinstrepo:0.277424126146
οἰωνός,spinturnicium:0.414654484955
παλαίωσις,perdudum:0.272304870832
συγκατασκάπτης,uerticula:0.454884790683
ἐπωπεύς,inspector:0.486763123676
ἐπινόησις,atocium:0.322765751069
